touch_id,customer_id,channel_id,touch_date,touch_type,landing_page,utm_campaign,conversion_date
touch_9350455,cust_287330,2,2024-04-15 00:00:00,visit,/features,campaign_11,2024-06-03 00:00:00
touch_7265980,cust_287330,5,2024-04-24 00:00:00,visit,/blog,,2024-06-03 00:00:00
touch_9266335,cust_287330,3,2024-05-04 00:00:00,form_submit,/features,campaign_6,2024-06-03 00:00:00
touch_4203639,cust_287330,1,2024-05-14 00:00:00,form_submit,/case-studies,campaign_38,2024-06-03 00:00:00
touch_8281628,cust_287330,5,2024-05-24 00:00:00,click,/features,,2024-06-03 00:00:00
touch_3524452,cust_287330,2,2024-06-03 00:00:00,content_download,/pricing,campaign_21,2024-06-03 00:00:00
touch_4138787,cust_916449,4,2024-06-19 00:00:00,form_submit,/case-studies,,2024-06-27 00:00:00
touch_7143891,cust_916449,3,2024-06-20 00:00:00,visit,/demo,campaign_49,2024-06-27 00:00:00
touch_8494985,cust_916449,8,2024-06-21 00:00:00,form_submit,/home,,2024-06-27 00:00:00
touch_4368129,cust_916449,7,2024-06-23 00:00:00,content_download,/blog,,2024-06-27 00:00:00
touch_6613245,cust_916449,2,2024-06-24 00:00:00,click,/home,campaign_12,2024-06-27 00:00:00
touch_4319968,cust_916449,4,2024-06-25 00:00:00,form_submit,/features,,2024-06-27 00:00:00
touch_1333764,cust_916449,3,2024-06-27 00:00:00,visit,/blog,campaign_32,2024-06-27 00:00:00
touch_4311146,cust_182582,1,2023-02-06 00:00:00,form_submit,/demo,campaign_49,2023-03-29 00:00:00
touch_5651175,cust_182582,1,2023-02-14 00:00:00,content_download,/home,campaign_21,2023-03-29 00:00:00
touch_8239882,cust_182582,1,2023-02-23 00:00:00,form_submit,/pricing,campaign_10,2023-03-29 00:00:00
touch_3139202,cust_182582,6,2023-03-03 00:00:00,form_submit,/demo,,2023-03-29 00:00:00
touch_9557352,cust_182582,1,2023-03-12 00:00:00,visit,/home,campaign_7,2023-03-29 00:00:00
touch_2814296,cust_182582,2,2023-03-20 00:00:00,click,/blog,campaign_47,2023-03-29 00:00:00
touch_9979905,cust_182582,1,2023-03-29 00:00:00,form_submit,/home,campaign_50,2023-03-29 00:00:00
touch_6067403,cust_273148,4,2023-09-07 00:00:00,demo_request,/case-studies,,2023-09-29 00:00:00
touch_3002962,cust_273148,6,2023-09-12 00:00:00,click,/demo,,2023-09-29 00:00:00
touch_9179455,cust_273148,4,2023-09-18 00:00:00,demo_request,/pricing,,2023-09-29 00:00:00
touch_1238320,cust_273148,1,2023-09-23 00:00:00,demo_request,/home,campaign_21,2023-09-29 00:00:00
touch_1199966,cust_273148,4,2023-09-29 00:00:00,form_submit,/case-studies,,2023-09-29 00:00:00
touch_1269759,cust_804314,4,2024-09-16 00:00:00,click,/pricing,,2024-10-27 00:00:00
touch_1559207,cust_717024,3,2023-06-23 00:00:00,demo_request,/case-studies,campaign_8,2023-08-14 00:00:00
touch_1809075,cust_717024,5,2023-07-06 00:00:00,form_submit,/demo,,2023-08-14 00:00:00
touch_4713739,cust_717024,9,2023-07-19 00:00:00,form_submit,/case-studies,,2023-08-14 00:00:00
touch_8249719,cust_717024,4,2023-08-01 00:00:00,demo_request,/blog,,2023-08-14 00:00:00
touch_4093346,cust_717024,5,2023-08-14 00:00:00,visit,/pricing,,2023-08-14 00:00:00
touch_7959879,cust_801474,5,2024-04-29 00:00:00,demo_request,/features,,2024-05-12 00:00:00
touch_3300101,cust_801474,5,2024-05-12 00:00:00,visit,/pricing,,2024-05-12 00:00:00
touch_5333198,cust_299659,6,2023-03-04 00:00:00,click,/blog,,2023-04-07 00:00:00
touch_6816935,cust_299659,1,2023-03-12 00:00:00,demo_request,/blog,campaign_13,2023-04-07 00:00:00
touch_3662420,cust_299659,3,2023-03-21 00:00:00,visit,/demo,campaign_18,2023-04-07 00:00:00
touch_5420122,cust_299659,5,2023-03-29 00:00:00,demo_request,/case-studies,,2023-04-07 00:00:00
touch_3888418,cust_299659,5,2023-04-07 00:00:00,content_download,/home,,2023-04-07 00:00:00
touch_2325986,cust_203198,6,2023-02-25 00:00:00,form_submit,/case-studies,,2023-03-04 00:00:00
touch_8000344,cust_203198,4,2023-02-28 00:00:00,form_submit,/demo,,2023-03-04 00:00:00
touch_8039212,cust_203198,7,2023-03-04 00:00:00,content_download,/features,,2023-03-04 00:00:00
touch_4541364,cust_392075,1,2024-03-10 00:00:00,visit,/features,campaign_37,2024-04-18 00:00:00
touch_1962011,cust_392075,5,2024-03-15 00:00:00,form_submit,/pricing,,2024-04-18 00:00:00
touch_7645336,cust_392075,8,2024-03-21 00:00:00,form_submit,/case-studies,,2024-04-18 00:00:00
touch_5541089,cust_392075,1,2024-03-26 00:00:00,form_submit,/home,campaign_34,2024-04-18 00:00:00
touch_6418402,cust_392075,3,2024-04-01 00:00:00,click,/pricing,campaign_50,2024-04-18 00:00:00
touch_4793494,cust_392075,1,2024-04-06 00:00:00,visit,/demo,campaign_10,2024-04-18 00:00:00
touch_9207371,cust_392075,10,2024-04-12 00:00:00,content_download,/features,,2024-04-18 00:00:00
touch_4126421,cust_392075,1,2024-04-18 00:00:00,content_download,/home,campaign_14,2024-04-18 00:00:00
touch_9220960,cust_976638,6,2022-11-18 00:00:00,form_submit,/features,,2023-01-16 00:00:00
touch_2989274,cust_976638,4,2022-11-29 00:00:00,demo_request,/case-studies,,2023-01-16 00:00:00
touch_6417564,cust_976638,1,2022-12-11 00:00:00,demo_request,/pricing,campaign_37,2023-01-16 00:00:00
touch_1606274,cust_976638,2,2022-12-23 00:00:00,demo_request,/pricing,campaign_24,2023-01-16 00:00:00
touch_5685098,cust_976638,2,2023-01-04 00:00:00,click,/case-studies,campaign_41,2023-01-16 00:00:00
touch_9898646,cust_976638,7,2023-01-16 00:00:00,form_submit,/blog,,2023-01-16 00:00:00
touch_8270752,cust_272634,2,2023-12-11 00:00:00,demo_request,/demo,campaign_24,2024-01-24 00:00:00
touch_4290759,cust_272634,2,2024-01-24 00:00:00,click,/features,campaign_43,2024-01-24 00:00:00
touch_8692084,cust_921414,1,2024-05-26 00:00:00,content_download,/case-studies,campaign_11,2024-07-23 00:00:00
touch_7951103,cust_921414,1,2024-06-04 00:00:00,demo_request,/pricing,campaign_6,2024-07-23 00:00:00
touch_8885474,cust_921414,6,2024-06-14 00:00:00,form_submit,/pricing,,2024-07-23 00:00:00
touch_3059669,cust_921414,7,2024-06-24 00:00:00,demo_request,/pricing,,2024-07-23 00:00:00
touch_6777863,cust_921414,5,2024-07-03 00:00:00,form_submit,/case-studies,,2024-07-23 00:00:00
touch_1548885,cust_921414,10,2024-07-13 00:00:00,click,/pricing,,2024-07-23 00:00:00
touch_8622732,cust_921414,1,2024-07-23 00:00:00,content_download,/home,campaign_44,2024-07-23 00:00:00
touch_5969420,cust_428838,4,2023-01-26 00:00:00,form_submit,/home,,2023-02-28 00:00:00
touch_5802704,cust_723939,4,2023-01-16 00:00:00,form_submit,/demo,,2023-03-11 00:00:00
touch_7119561,cust_723939,2,2023-02-12 00:00:00,click,/features,campaign_7,2023-03-11 00:00:00
touch_5729067,cust_723939,7,2023-03-11 00:00:00,click,/blog,,2023-03-11 00:00:00
touch_4998570,cust_789305,1,2024-08-12 00:00:00,visit,/blog,campaign_28,2024-08-20 00:00:00
touch_8862814,cust_789305,6,2024-08-20 00:00:00,demo_request,/case-studies,,2024-08-20 00:00:00
touch_9159638,cust_776856,6,2023-10-01 00:00:00,form_submit,/demo,,2023-11-04 00:00:00
touch_1868054,cust_323508,3,2024-04-15 00:00:00,visit,/home,campaign_43,2024-06-02 00:00:00
touch_5953899,cust_323508,7,2024-04-21 00:00:00,visit,/blog,,2024-06-02 00:00:00
touch_5199719,cust_323508,2,2024-04-28 00:00:00,click,/case-studies,campaign_30,2024-06-02 00:00:00
touch_3909454,cust_323508,7,2024-05-05 00:00:00,content_download,/home,,2024-06-02 00:00:00
touch_8498835,cust_323508,6,2024-05-12 00:00:00,content_download,/case-studies,,2024-06-02 00:00:00
touch_6801434,cust_323508,4,2024-05-19 00:00:00,click,/pricing,,2024-06-02 00:00:00
touch_5739585,cust_323508,7,2024-05-26 00:00:00,click,/pricing,,2024-06-02 00:00:00
touch_4791261,cust_323508,3,2024-06-02 00:00:00,demo_request,/pricing,campaign_9,2024-06-02 00:00:00
touch_9263440,cust_837715,6,2023-10-22 00:00:00,content_download,/demo,,2023-11-06 00:00:00
touch_8650209,cust_837715,6,2023-10-25 00:00:00,content_download,/features,,2023-11-06 00:00:00
touch_6688767,cust_837715,3,2023-10-29 00:00:00,visit,/pricing,campaign_7,2023-11-06 00:00:00
touch_9743710,cust_837715,5,2023-11-02 00:00:00,demo_request,/features,,2023-11-06 00:00:00
touch_2674492,cust_837715,6,2023-11-06 00:00:00,form_submit,/blog,,2023-11-06 00:00:00
touch_7349535,cust_240814,2,2023-08-25 00:00:00,click,/blog,campaign_15,2023-09-28 00:00:00
touch_7647738,cust_240814,5,2023-09-02 00:00:00,demo_request,/demo,,2023-09-28 00:00:00
touch_9480850,cust_240814,4,2023-09-11 00:00:00,form_submit,/pricing,,2023-09-28 00:00:00
touch_1265323,cust_240814,6,2023-09-19 00:00:00,form_submit,/demo,,2023-09-28 00:00:00
touch_5136994,cust_240814,6,2023-09-28 00:00:00,form_submit,/case-studies,,2023-09-28 00:00:00
touch_7431021,cust_765046,1,2023-08-24 00:00:00,demo_request,/case-studies,campaign_47,2023-09-28 00:00:00
touch_3980610,cust_765046,6,2023-09-01 00:00:00,demo_request,/features,,2023-09-28 00:00:00
touch_1915540,cust_765046,2,2023-09-10 00:00:00,click,/features,campaign_20,2023-09-28 00:00:00
touch_8041170,cust_765046,4,2023-09-19 00:00:00,content_download,/blog,,2023-09-28 00:00:00
touch_8467631,cust_765046,4,2023-09-28 00:00:00,content_download,/blog,,2023-09-28 00:00:00
touch_8290007,cust_449759,4,2023-04-04 00:00:00,click,/case-studies,,2023-05-14 00:00:00
touch_2315815,cust_449759,1,2023-05-14 00:00:00,click,/blog,campaign_21,2023-05-14 00:00:00
touch_3266062,cust_824586,3,2023-04-07 00:00:00,visit,/home,campaign_46,2023-06-02 00:00:00
touch_8352238,cust_824586,4,2023-04-21 00:00:00,click,/pricing,,2023-06-02 00:00:00
touch_6573197,cust_824586,8,2023-05-05 00:00:00,visit,/home,,2023-06-02 00:00:00
touch_8728026,cust_824586,5,2023-05-19 00:00:00,click,/demo,,2023-06-02 00:00:00
touch_8088706,cust_824586,3,2023-06-02 00:00:00,click,/demo,campaign_44,2023-06-02 00:00:00
touch_6923686,cust_934794,5,2023-01-02 00:00:00,form_submit,/blog,,2023-02-10 00:00:00
touch_9278963,cust_934794,8,2023-01-15 00:00:00,content_download,/blog,,2023-02-10 00:00:00
touch_9031098,cust_934794,1,2023-01-28 00:00:00,demo_request,/case-studies,campaign_41,2023-02-10 00:00:00
touch_3267363,cust_934794,2,2023-02-10 00:00:00,visit,/home,campaign_36,2023-02-10 00:00:00
touch_5286957,cust_348237,1,2023-06-08 00:00:00,click,/blog,campaign_27,2023-06-16 00:00:00
touch_1968191,cust_348237,1,2023-06-16 00:00:00,content_download,/pricing,campaign_21,2023-06-16 00:00:00
touch_6707521,cust_379766,7,2023-05-17 00:00:00,visit,/features,,2023-06-13 00:00:00
touch_1717135,cust_379766,6,2023-06-13 00:00:00,demo_request,/case-studies,,2023-06-13 00:00:00
touch_1235219,cust_338651,3,2023-07-13 00:00:00,demo_request,/home,campaign_1,2023-08-17 00:00:00
touch_6922990,cust_338651,5,2023-07-18 00:00:00,demo_request,/case-studies,,2023-08-17 00:00:00
touch_4076819,cust_338651,4,2023-07-24 00:00:00,form_submit,/pricing,,2023-08-17 00:00:00
touch_9116327,cust_338651,5,2023-07-30 00:00:00,form_submit,/case-studies,,2023-08-17 00:00:00
touch_7611522,cust_338651,5,2023-08-05 00:00:00,content_download,/features,,2023-08-17 00:00:00
touch_3156017,cust_338651,5,2023-08-11 00:00:00,demo_request,/features,,2023-08-17 00:00:00
touch_1752856,cust_338651,1,2023-08-17 00:00:00,form_submit,/home,campaign_30,2023-08-17 00:00:00
touch_6568146,cust_984642,1,2024-05-20 00:00:00,visit,/pricing,campaign_42,2024-07-03 00:00:00
touch_5295287,cust_984642,1,2024-07-03 00:00:00,click,/pricing,campaign_21,2024-07-03 00:00:00
touch_8507729,cust_863934,4,2023-10-15 00:00:00,content_download,/demo,,2023-11-18 00:00:00
touch_5205893,cust_863934,4,2023-10-26 00:00:00,click,/demo,,2023-11-18 00:00:00
touch_6617119,cust_863934,6,2023-11-06 00:00:00,demo_request,/demo,,2023-11-18 00:00:00
touch_4469813,cust_863934,4,2023-11-18 00:00:00,visit,/home,,2023-11-18 00:00:00
touch_8341765,cust_645175,6,2024-05-14 00:00:00,demo_request,/home,,2024-07-05 00:00:00
touch_8890532,cust_645175,2,2024-05-27 00:00:00,content_download,/home,campaign_41,2024-07-05 00:00:00
touch_4058955,cust_645175,7,2024-06-09 00:00:00,demo_request,/home,,2024-07-05 00:00:00
touch_7927911,cust_645175,8,2024-06-22 00:00:00,visit,/case-studies,,2024-07-05 00:00:00
touch_9076036,cust_645175,5,2024-07-05 00:00:00,form_submit,/demo,,2024-07-05 00:00:00
touch_9347270,cust_753425,5,2023-09-27 00:00:00,form_submit,/demo,,2023-11-18 00:00:00
touch_2511667,cust_753425,1,2023-10-05 00:00:00,content_download,/home,campaign_49,2023-11-18 00:00:00
touch_5862556,cust_753425,8,2023-10-14 00:00:00,click,/features,,2023-11-18 00:00:00
touch_9396191,cust_753425,3,2023-10-23 00:00:00,click,/case-studies,campaign_4,2023-11-18 00:00:00
touch_6842914,cust_753425,2,2023-10-31 00:00:00,click,/demo,campaign_37,2023-11-18 00:00:00
touch_3422763,cust_753425,3,2023-11-09 00:00:00,form_submit,/features,campaign_35,2023-11-18 00:00:00
touch_7371286,cust_753425,5,2023-11-18 00:00:00,content_download,/pricing,,2023-11-18 00:00:00
touch_2570626,cust_681343,8,2023-03-19 00:00:00,visit,/case-studies,,2023-05-11 00:00:00
touch_9767637,cust_681343,4,2023-03-29 00:00:00,click,/case-studies,,2023-05-11 00:00:00
touch_8738519,cust_681343,5,2023-04-09 00:00:00,content_download,/features,,2023-05-11 00:00:00
touch_7965880,cust_681343,8,2023-04-19 00:00:00,visit,/pricing,,2023-05-11 00:00:00
touch_2479205,cust_681343,5,2023-04-30 00:00:00,form_submit,/blog,,2023-05-11 00:00:00
touch_4432778,cust_681343,8,2023-05-11 00:00:00,content_download,/case-studies,,2023-05-11 00:00:00
touch_8405418,cust_974224,3,2022-12-19 00:00:00,form_submit,/demo,campaign_45,2023-01-01 00:00:00
touch_4740734,cust_974224,2,2022-12-23 00:00:00,demo_request,/home,campaign_38,2023-01-01 00:00:00
touch_6652152,cust_974224,2,2022-12-27 00:00:00,content_download,/demo,campaign_14,2023-01-01 00:00:00
touch_7607968,cust_974224,1,2023-01-01 00:00:00,click,/demo,campaign_10,2023-01-01 00:00:00
touch_2295544,cust_636004,3,2024-03-03 00:00:00,content_download,/features,campaign_4,2024-04-29 00:00:00
touch_8756451,cust_636004,1,2024-04-29 00:00:00,visit,/features,campaign_33,2024-04-29 00:00:00
touch_7105995,cust_346277,1,2024-11-07 00:00:00,click,/case-studies,campaign_47,2024-11-19 00:00:00
touch_5132884,cust_346277,1,2024-11-19 00:00:00,demo_request,/demo,campaign_24,2024-11-19 00:00:00
touch_6316747,cust_534572,7,2024-08-30 00:00:00,demo_request,/case-studies,,2024-10-06 00:00:00
touch_8393161,cust_534572,4,2024-09-17 00:00:00,content_download,/demo,,2024-10-06 00:00:00
touch_6614312,cust_534572,5,2024-10-06 00:00:00,form_submit,/features,,2024-10-06 00:00:00
touch_4055918,cust_907451,6,2023-03-14 00:00:00,demo_request,/blog,,2023-04-20 00:00:00
touch_6463635,cust_578634,8,2023-04-02 00:00:00,form_submit,/case-studies,,2023-05-17 00:00:00
touch_9023840,cust_578634,4,2023-04-09 00:00:00,visit,/home,,2023-05-17 00:00:00
touch_5148789,cust_578634,5,2023-04-17 00:00:00,click,/case-studies,,2023-05-17 00:00:00
touch_4559198,cust_578634,6,2023-04-24 00:00:00,click,/demo,,2023-05-17 00:00:00
touch_4272157,cust_578634,4,2023-05-02 00:00:00,content_download,/features,,2023-05-17 00:00:00
touch_3627379,cust_578634,4,2023-05-09 00:00:00,visit,/pricing,,2023-05-17 00:00:00
touch_9988298,cust_578634,9,2023-05-17 00:00:00,form_submit,/home,,2023-05-17 00:00:00
touch_3271762,cust_547470,6,2024-06-07 00:00:00,demo_request,/home,,2024-07-15 00:00:00
touch_3898794,cust_547470,4,2024-06-14 00:00:00,form_submit,/home,,2024-07-15 00:00:00
touch_6925603,cust_547470,5,2024-06-22 00:00:00,content_download,/home,,2024-07-15 00:00:00
touch_7116762,cust_547470,4,2024-06-29 00:00:00,form_submit,/blog,,2024-07-15 00:00:00
touch_3602792,cust_547470,5,2024-07-07 00:00:00,click,/case-studies,,2024-07-15 00:00:00
touch_3175100,cust_547470,6,2024-07-15 00:00:00,demo_request,/features,,2024-07-15 00:00:00
touch_8334649,cust_608136,1,2024-08-15 00:00:00,click,/home,campaign_43,2024-10-03 00:00:00
touch_3480382,cust_608136,1,2024-08-22 00:00:00,demo_request,/case-studies,campaign_12,2024-10-03 00:00:00
touch_4737912,cust_608136,5,2024-08-29 00:00:00,click,/features,,2024-10-03 00:00:00
touch_8362307,cust_608136,8,2024-09-05 00:00:00,demo_request,/blog,,2024-10-03 00:00:00
touch_7284146,cust_608136,4,2024-09-12 00:00:00,click,/features,,2024-10-03 00:00:00
touch_7877664,cust_608136,6,2024-09-19 00:00:00,form_submit,/demo,,2024-10-03 00:00:00
touch_7887693,cust_608136,8,2024-09-26 00:00:00,demo_request,/case-studies,,2024-10-03 00:00:00
touch_9369093,cust_608136,1,2024-10-03 00:00:00,form_submit,/demo,campaign_18,2024-10-03 00:00:00
touch_3531523,cust_258157,5,2023-07-29 00:00:00,demo_request,/pricing,,2023-08-25 00:00:00
touch_1164547,cust_258157,1,2023-08-03 00:00:00,visit,/blog,campaign_23,2023-08-25 00:00:00
touch_1826785,cust_258157,5,2023-08-08 00:00:00,demo_request,/blog,,2023-08-25 00:00:00
touch_9056135,cust_258157,1,2023-08-14 00:00:00,form_submit,/demo,campaign_48,2023-08-25 00:00:00
touch_6882425,cust_258157,2,2023-08-19 00:00:00,visit,/case-studies,campaign_44,2023-08-25 00:00:00
touch_2864190,cust_258157,5,2023-08-25 00:00:00,visit,/features,,2023-08-25 00:00:00
touch_8054268,cust_973349,5,2024-02-22 00:00:00,content_download,/blog,,2024-03-06 00:00:00
touch_8302145,cust_413118,2,2023-12-08 00:00:00,visit,/blog,campaign_14,2024-02-04 00:00:00
touch_8159988,cust_413118,4,2023-12-16 00:00:00,content_download,/pricing,,2024-02-04 00:00:00
touch_5960640,cust_413118,7,2023-12-24 00:00:00,content_download,/features,,2024-02-04 00:00:00
touch_4678538,cust_413118,2,2024-01-01 00:00:00,click,/features,campaign_29,2024-02-04 00:00:00
touch_7852215,cust_413118,4,2024-01-10 00:00:00,click,/pricing,,2024-02-04 00:00:00
touch_3481300,cust_413118,8,2024-01-18 00:00:00,click,/case-studies,,2024-02-04 00:00:00
touch_3856632,cust_413118,4,2024-01-26 00:00:00,demo_request,/home,,2024-02-04 00:00:00
touch_2245952,cust_413118,6,2024-02-04 00:00:00,form_submit,/home,,2024-02-04 00:00:00
touch_4468454,cust_130434,6,2024-01-14 00:00:00,demo_request,/case-studies,,2024-02-03 00:00:00
touch_5836861,cust_130434,4,2024-01-24 00:00:00,form_submit,/home,,2024-02-03 00:00:00
touch_3761351,cust_130434,6,2024-02-03 00:00:00,visit,/blog,,2024-02-03 00:00:00
touch_1065512,cust_513160,1,2024-08-22 00:00:00,form_submit,/demo,campaign_9,2024-08-29 00:00:00
touch_1443264,cust_513160,6,2024-08-23 00:00:00,demo_request,/demo,,2024-08-29 00:00:00
touch_8165002,cust_513160,7,2024-08-25 00:00:00,click,/blog,,2024-08-29 00:00:00
touch_6962669,cust_513160,1,2024-08-27 00:00:00,demo_request,/demo,campaign_29,2024-08-29 00:00:00
touch_7873454,cust_513160,1,2024-08-29 00:00:00,content_download,/home,campaign_37,2024-08-29 00:00:00
touch_2562526,cust_321941,7,2024-02-26 00:00:00,content_download,/features,,2024-04-10 00:00:00
touch_4889728,cust_321941,4,2024-03-05 00:00:00,content_download,/demo,,2024-04-10 00:00:00
touch_8402448,cust_321941,3,2024-03-14 00:00:00,demo_request,/blog,campaign_23,2024-04-10 00:00:00
touch_6023750,cust_321941,4,2024-03-23 00:00:00,demo_request,/case-studies,,2024-04-10 00:00:00
touch_6810876,cust_321941,5,2024-04-01 00:00:00,form_submit,/demo,,2024-04-10 00:00:00
touch_2899709,cust_321941,7,2024-04-10 00:00:00,demo_request,/blog,,2024-04-10 00:00:00
touch_7548199,cust_885408,3,2024-06-13 00:00:00,visit,/demo,campaign_16,2024-07-06 00:00:00
touch_6370937,cust_885408,7,2024-06-18 00:00:00,click,/features,,2024-07-06 00:00:00
touch_9010644,cust_885408,4,2024-06-24 00:00:00,content_download,/demo,,2024-07-06 00:00:00
touch_8358289,cust_885408,2,2024-06-30 00:00:00,click,/home,campaign_10,2024-07-06 00:00:00
touch_5599724,cust_885408,3,2024-07-06 00:00:00,demo_request,/demo,campaign_29,2024-07-06 00:00:00
touch_2365387,cust_309044,1,2022-12-21 00:00:00,demo_request,/blog,campaign_34,2023-01-21 00:00:00
touch_7263149,cust_309044,4,2022-12-27 00:00:00,content_download,/blog,,2023-01-21 00:00:00
touch_4706786,cust_309044,7,2023-01-02 00:00:00,click,/case-studies,,2023-01-21 00:00:00
touch_1679316,cust_309044,1,2023-01-08 00:00:00,visit,/home,campaign_21,2023-01-21 00:00:00
touch_6363493,cust_309044,5,2023-01-14 00:00:00,form_submit,/features,,2023-01-21 00:00:00
touch_7371718,cust_309044,4,2023-01-21 00:00:00,form_submit,/blog,,2023-01-21 00:00:00
