customer_id,company_name,industry,company_size,country,signup_date,email,acquisition_channel_id,initial_plan_id,is_trial,trial_end_date
cust_362246,Company_103,Real Estate,51-200,US,2024-04-12 00:00:00,hello@company103102.io,3,2,True,2024-04-26
cust_833247,Company_104,Manufacturing,1-10,US,2023-10-30 00:00:00,support@company104103.tech,5,4,False,
cust_881369,Company_105,Government,51-200,US,2024-05-23 00:00:00,support@company105104.corp,2,3,False,
cust_855948,Company_106,Energy,1000+,CA,2024-11-06 00:00:00,info@company106105.inc,5,4,False,2024-11-20
cust_482584,Company_107,Media,1-10,US,2023-05-15 00:00:00,contact@company107106.io,3,3,False,2023-05-29
cust_626169,Company_108,Real Estate,11-50,JP,2023-10-07 00:00:00,admin@company108107.tech,6,1,False,
cust_591081,Company_109,Marketing,11-50,DE,2023-03-19 00:00:00,hello@company109108.io,2,2,True,
cust_114594,Company_110,Non-Profit,501-1000,DE,2023-09-28 00:00:00,team@company110109.co,3,2,False,
cust_213609,Company_111,Legal,11-50,US,2024-11-22 00:00:00,team@company111110.corp,5,2,False,
cust_586819,Company_112,Technology,1000+,US,2023-11-06 00:00:00,hello@company112111.company,1,3,True,
cust_242254,Company_113,Non-Profit,201-500,JP,2024-02-02 00:00:00,hello@company113112.io,8,2,False,2024-02-16
cust_535037,Company_114,Manufacturing,1-10,US,2024-11-01 00:00:00,admin@company114113.corp,5,3,True,
cust_997004,Company_115,Energy,1-10,BR,2024-01-07 00:00:00,admin@company115114.company,3,4,True,2024-01-21
cust_228093,Company_116,Consulting,1-10,BR,2024-04-10 00:00:00,info@company116115.inc,5,2,True,2024-04-24
cust_692002,Company_117,Consulting,1-10,US,2023-07-30 00:00:00,contact@company117116.inc,4,3,False,
cust_724932,Company_118,Finance,51-200,UK,2023-01-03 00:00:00,contact@company118117.company,1,4,False,2023-01-17
cust_115582,Company_119,Manufacturing,11-50,US,2024-01-02 00:00:00,support@company119118.co,1,2,True,
cust_599380,Company_120,Legal,51-200,US,2024-04-04 00:00:00,team@company120119.company,1,3,False,
cust_790909,Company_121,Technology,51-200,BR,2024-06-17 00:00:00,hello@company121120.co,9,3,False,2024-07-01
cust_565108,Company_122,Finance,1-10,US,2023-03-17 00:00:00,support@company122121.io,1,1,True,2023-03-31
cust_726410,Company_123,Healthcare,51-200,AU,2024-06-27 00:00:00,info@company123122.tech,5,3,False,
cust_855855,Company_124,Education,201-500,FR,2023-08-09 00:00:00,hello@company124123.co,2,3,False,2023-08-23
cust_427704,Company_125,Energy,51-200,UK,2024-11-12 00:00:00,info@company125124.company,1,2,True,2024-11-26
cust_874683,Company_126,Legal,11-50,UK,2024-01-17 00:00:00,support@company126125.company,5,2,True,
cust_886730,Company_127,Manufacturing,1000+,US,2024-03-09 00:00:00,team@company127126.io,2,2,True,
cust_335137,Company_128,Government,51-200,US,2023-04-21 00:00:00,contact@company128127.co,3,3,False,
cust_958182,Company_129,Consulting,501-1000,SE,2024-09-28 00:00:00,support@company129128.inc,4,4,True,2024-10-12
cust_899444,Company_130,Finance,51-200,UK,2023-11-13 00:00:00,hello@company130129.company,1,2,True,
cust_132146,Company_131,Real Estate,1000+,US,2023-04-04 00:00:00,admin@company131130.inc,3,3,False,
cust_695164,Company_132,Government,1-10,CA,2024-09-02 00:00:00,support@company132131.company,1,3,True,
cust_609253,Company_133,Legal,201-500,US,2024-09-13 00:00:00,hello@company133132.company,2,2,True,
cust_610271,Company_134,Consulting,1000+,US,2024-06-23 00:00:00,contact@company134133.inc,2,3,False,
cust_901280,Company_135,Non-Profit,51-200,US,2023-09-19 00:00:00,contact@company135134.co,1,2,True,2023-10-03
cust_685864,Company_136,Technology,51-200,US,2024-11-15 00:00:00,hello@company136135.company,7,1,False,2024-11-29
cust_701253,Company_137,Media,1000+,US,2024-02-19 00:00:00,admin@company137136.corp,2,4,False,
cust_972442,Company_138,Media,1-10,CA,2024-01-06 00:00:00,team@company138137.company,1,2,True,2024-01-20
cust_456005,Company_139,Marketing,51-200,US,2023-08-15 00:00:00,team@company139138.corp,1,3,False,2023-08-29
cust_862712,Company_140,Retail,11-50,US,2024-10-22 00:00:00,contact@company140139.tech,1,1,True,
cust_758452,Company_141,Real Estate,201-500,DE,2024-05-20 00:00:00,team@company141140.tech,6,3,False,
cust_757685,Company_142,Marketing,11-50,US,2023-11-20 00:00:00,admin@company142141.io,4,2,True,2023-12-04
cust_425486,Company_143,Manufacturing,201-500,US,2024-04-17 00:00:00,info@company143142.io,3,1,True,2024-05-01
cust_708519,Company_144,Government,1000+,CA,2024-07-21 00:00:00,contact@company144143.inc,4,4,False,2024-08-04
cust_164879,Company_145,Non-Profit,1-10,US,2024-04-06 00:00:00,support@company145144.corp,7,3,True,
cust_560767,Company_146,Energy,501-1000,US,2024-06-20 00:00:00,hello@company146145.inc,3,4,False,2024-07-04
cust_761532,Company_147,Marketing,51-200,US,2024-10-24 00:00:00,admin@company147146.tech,1,1,False,
cust_731977,Company_148,Energy,51-200,US,2023-06-03 00:00:00,support@company148147.tech,5,1,False,2023-06-17
cust_843266,Company_149,Education,51-200,AU,2023-03-28 00:00:00,support@company149148.tech,5,3,False,
cust_818709,Company_150,Education,1-10,US,2024-06-23 00:00:00,admin@company150149.corp,4,2,False,2024-07-07
cust_903373,Company_151,Healthcare,11-50,US,2024-05-12 00:00:00,info@company151150.io,1,1,False,
cust_652108,Company_152,Finance,1000+,CA,2023-02-08 00:00:00,contact@company152151.corp,6,3,True,
cust_755087,Company_153,Marketing,1000+,DE,2023-06-19 00:00:00,hello@company153152.io,4,3,True,
cust_570735,Company_154,Government,501-1000,UK,2023-08-28 00:00:00,contact@company154153.inc,9,3,False,2023-09-11
cust_561999,Company_155,Media,51-200,JP,2024-04-17 00:00:00,contact@company155154.io,4,3,True,2024-05-01
cust_772324,Company_156,Transportation,51-200,UK,2024-05-07 00:00:00,info@company156155.inc,1,3,True,2024-05-21
cust_571145,Company_157,Energy,11-50,US,2024-06-09 00:00:00,hello@company157156.inc,1,3,False,2024-06-23
cust_515712,Company_158,Education,51-200,US,2024-05-29 00:00:00,admin@company158157.company,10,2,False,
cust_929822,Company_159,Real Estate,11-50,DE,2023-05-30 00:00:00,contact@company159158.tech,8,1,True,
cust_183074,Company_160,Non-Profit,51-200,CA,2023-01-20 00:00:00,hello@company160159.company,1,2,False,2023-02-03
cust_227767,Company_161,Real Estate,11-50,US,2023-02-18 00:00:00,hello@company161160.io,6,2,True,
cust_702980,Company_162,Consulting,1000+,US,2023-09-05 00:00:00,team@company162161.co,4,2,True,
cust_648913,Company_163,Government,1-10,BR,2024-01-05 00:00:00,team@company163162.company,4,4,True,2024-01-19
cust_766549,Company_164,Government,51-200,US,2024-02-01 00:00:00,contact@company164163.tech,1,2,False,2024-02-15
cust_710169,Company_165,Transportation,11-50,CA,2023-12-07 00:00:00,support@company165164.co,4,1,False,2023-12-21
cust_291132,Company_166,Technology,1-10,US,2023-05-19 00:00:00,info@company166165.corp,8,2,False,2023-06-02
cust_425138,Company_167,Manufacturing,201-500,US,2024-06-11 00:00:00,support@company167166.corp,4,4,True,
cust_150126,Company_168,Media,51-200,NL,2024-11-02 00:00:00,support@company168167.co,6,2,False,2024-11-16
cust_295892,Company_169,Legal,1000+,US,2024-05-23 00:00:00,info@company169168.tech,8,3,True,2024-06-06
cust_962287,Company_170,Education,501-1000,CA,2023-07-04 00:00:00,admin@company170169.co,1,3,False,2023-07-18
cust_823270,Company_171,Energy,51-200,US,2024-03-30 00:00:00,hello@company171170.inc,5,2,False,
cust_160144,Company_172,Government,1000+,DE,2023-03-18 00:00:00,contact@company172171.company,3,4,True,
cust_919264,Company_173,Marketing,1-10,US,2024-03-24 00:00:00,hello@company173172.io,2,1,True,2024-04-07
cust_571778,Company_174,Finance,51-200,UK,2024-01-15 00:00:00,hello@company174173.inc,1,2,False,2024-01-29
cust_218959,Company_175,Energy,1000+,UK,2023-01-27 00:00:00,admin@company175174.inc,4,2,False,2023-02-10
cust_741599,Company_176,Healthcare,1000+,US,2023-10-20 00:00:00,info@company176175.co,4,4,True,
cust_192055,Company_177,Legal,51-200,UK,2024-11-29 00:00:00,admin@company177176.corp,5,3,False,
cust_768676,Company_178,Retail,51-200,AU,2023-06-28 00:00:00,contact@company178177.co,1,3,True,2023-07-12
cust_486831,Company_179,Healthcare,501-1000,US,2024-04-23 00:00:00,support@company179178.tech,7,2,True,2024-05-07
cust_529322,Company_180,Healthcare,1-10,US,2024-08-11 00:00:00,support@company180179.io,2,1,True,
cust_918164,Company_181,Finance,1000+,US,2024-07-18 00:00:00,info@company181180.company,6,3,True,2024-08-01
cust_269834,Company_182,Legal,1000+,NL,2023-11-27 00:00:00,info@company182181.inc,8,3,True,
cust_387782,Company_183,Legal,1000+,CA,2023-05-09 00:00:00,team@company183182.io,4,3,True,
cust_855638,Company_184,Transportation,51-200,FR,2024-09-11 00:00:00,info@company184183.company,4,3,False,
cust_377511,Company_185,Marketing,11-50,US,2024-10-28 00:00:00,support@company185184.io,4,2,True,
cust_606404,Company_186,Non-Profit,1000+,US,2023-09-08 00:00:00,hello@company186185.co,4,3,True,2023-09-22
cust_736129,Company_187,Transportation,51-200,US,2023-05-28 00:00:00,hello@company187186.corp,2,4,False,2023-06-11
cust_211341,Company_188,Retail,11-50,US,2023-11-23 00:00:00,info@company188187.inc,2,2,False,
cust_538446,Company_189,Non-Profit,11-50,US,2023-09-12 00:00:00,contact@company189188.co,8,3,False,2023-09-26
cust_423528,Company_190,Real Estate,1-10,JP,2024-05-24 00:00:00,contact@company190189.io,3,1,True,2024-06-07
cust_618934,Company_191,Technology,1000+,FR,2024-09-03 00:00:00,hello@company191190.corp,2,4,False,
cust_900961,Company_192,Legal,51-200,US,2024-02-17 00:00:00,team@company192191.inc,1,1,True,2024-03-02
cust_901535,Company_193,Consulting,51-200,US,2024-07-17 00:00:00,info@company193192.co,5,3,True,
cust_684929,Company_194,Legal,11-50,US,2024-01-10 00:00:00,info@company194193.corp,4,1,False,
cust_644559,Company_195,Education,11-50,SE,2024-04-12 00:00:00,admin@company195194.corp,4,2,True,
cust_983532,Company_196,Legal,501-1000,UK,2023-11-03 00:00:00,team@company196195.inc,6,3,True,2023-11-17
cust_447329,Company_197,Government,1-10,NL,2024-11-20 00:00:00,support@company197196.tech,5,4,True,2024-12-04
cust_787436,Company_198,Real Estate,501-1000,US,2024-08-15 00:00:00,support@company198197.tech,1,3,False,
cust_254954,Company_199,Healthcare,11-50,US,2024-11-28 00:00:00,hello@company199198.inc,8,1,True,2024-12-12
cust_313795,Company_200,Transportation,501-1000,FR,2024-02-25 00:00:00,support@company200199.company,8,4,False,2024-03-10
cust_688132,Company_201,Finance,1000+,UK,2023-11-29 00:00:00,team@company201200.inc,3,3,True,
cust_855944,Company_202,Real Estate,1000+,US,2024-11-28 00:00:00,contact@company202201.inc,2,4,True,2024-12-12
cust_412071,Company_203,Education,1000+,UK,2023-10-23 00:00:00,team@company203202.tech,5,3,True,2023-11-06
cust_809489,Company_204,Education,201-500,JP,2024-07-10 00:00:00,contact@company204203.inc,3,4,True,
cust_182868,Company_205,Retail,201-500,US,2023-12-21 00:00:00,team@company205204.inc,6,3,False,
cust_243941,Company_206,Technology,501-1000,CA,2023-04-22 00:00:00,team@company206205.corp,2,4,False,2023-05-06
cust_533377,Company_207,Finance,1000+,US,2023-12-05 00:00:00,team@company207206.corp,5,3,True,
cust_598807,Company_208,Education,1000+,US,2024-05-03 00:00:00,info@company208207.company,9,2,False,2024-05-17
cust_874568,Company_209,Energy,11-50,SE,2023-02-08 00:00:00,hello@company209208.co,7,2,True,
cust_403528,Company_210,Energy,1-10,BR,2023-02-08 00:00:00,admin@company210209.co,5,1,False,2023-02-22
cust_617904,Company_211,Healthcare,501-1000,US,2023-05-18 00:00:00,support@company211210.co,1,3,False,
cust_114768,Company_212,Finance,51-200,CA,2023-12-12 00:00:00,support@company212211.co,6,3,False,2023-12-26
cust_190951,Company_213,Real Estate,1000+,US,2024-02-15 00:00:00,contact@company213212.company,9,2,True,2024-02-29
cust_890371,Company_214,Technology,51-200,US,2023-10-01 00:00:00,admin@company214213.tech,5,2,True,
cust_588002,Company_215,Energy,11-50,NL,2023-11-11 00:00:00,admin@company215214.tech,4,2,True,
cust_409369,Company_216,Real Estate,501-1000,US,2024-01-12 00:00:00,support@company216215.io,8,3,True,
cust_593699,Company_217,Marketing,1000+,AU,2024-07-04 00:00:00,info@company217216.io,6,4,True,
cust_181896,Company_218,Legal,1-10,US,2024-07-31 00:00:00,team@company218217.corp,4,1,True,
cust_563303,Company_219,Healthcare,1000+,NL,2023-04-30 00:00:00,hello@company219218.company,5,3,True,2023-05-14
cust_578987,Company_220,Manufacturing,1-10,DE,2024-07-31 00:00:00,hello@company220219.inc,5,2,False,
cust_706403,Company_221,Legal,1-10,BR,2023-03-16 00:00:00,info@company221220.co,5,2,True,2023-03-30
cust_906325,Company_222,Media,1000+,US,2023-05-19 00:00:00,hello@company222221.co,5,4,False,
cust_493892,Company_223,Finance,1000+,CA,2023-03-24 00:00:00,admin@company223222.company,7,4,True,2023-04-07
cust_654531,Company_224,Government,1000+,US,2023-05-11 00:00:00,admin@company224223.co,7,4,False,2023-05-25
cust_657772,Company_225,Manufacturing,11-50,US,2024-01-24 00:00:00,support@company225224.company,3,1,True,
cust_744793,Company_226,Technology,11-50,US,2023-01-17 00:00:00,support@company226225.tech,1,1,False,2023-01-31
cust_146385,Company_227,Transportation,201-500,AU,2024-02-16 00:00:00,contact@company227226.io,2,2,False,2024-03-01
cust_867051,Company_228,Transportation,51-200,US,2024-08-12 00:00:00,admin@company228227.corp,6,3,False,2024-08-26
cust_533649,Company_229,Energy,51-200,DE,2023-11-04 00:00:00,contact@company229228.tech,8,1,False,2023-11-18
cust_149161,Company_230,Education,1000+,DE,2023-12-19 00:00:00,hello@company230229.corp,6,4,True,2024-01-02
cust_664058,Company_231,Non-Profit,11-50,US,2024-04-29 00:00:00,hello@company231230.company,2,3,True,
cust_684357,Company_232,Education,11-50,CA,2024-06-26 00:00:00,hello@company232231.inc,2,2,True,
cust_299734,Company_233,Technology,51-200,NL,2023-02-22 00:00:00,contact@company233232.io,5,2,False,2023-03-08
cust_602681,Company_234,Retail,51-200,SE,2023-08-02 00:00:00,support@company234233.company,7,2,False,
cust_354377,Company_235,Legal,1000+,US,2024-09-10 00:00:00,admin@company235234.co,8,3,True,
cust_423404,Company_236,Healthcare,51-200,AU,2023-09-25 00:00:00,support@company236235.co,4,3,False,2023-10-09
cust_312994,Company_237,Retail,51-200,DE,2024-01-15 00:00:00,info@company237236.inc,4,2,True,2024-01-29
cust_854987,Company_238,Media,51-200,UK,2024-03-03 00:00:00,contact@company238237.co,3,2,True,
cust_453961,Company_239,Real Estate,201-500,UK,2023-09-21 00:00:00,support@company239238.inc,5,4,True,
cust_612036,Company_240,Legal,501-1000,US,2023-07-08 00:00:00,info@company240239.tech,8,4,True,2023-07-22
cust_244170,Company_241,Retail,11-50,UK,2024-10-07 00:00:00,admin@company241240.company,1,1,False,
cust_746467,Company_242,Legal,1000+,US,2024-05-09 00:00:00,info@company242241.io,1,3,False,2024-05-23
cust_400614,Company_243,Government,501-1000,SE,2023-01-18 00:00:00,contact@company243242.company,5,4,False,2023-02-01
cust_352674,Company_244,Manufacturing,501-1000,AU,2023-07-16 00:00:00,info@company244243.inc,6,3,False,2023-07-30
cust_355021,Company_245,Marketing,51-200,BR,2023-08-20 00:00:00,support@company245244.company,7,3,True,2023-09-03
cust_679549,Company_246,Healthcare,1-10,UK,2024-05-02 00:00:00,hello@company246245.tech,5,2,False,2024-05-16
cust_999636,Company_247,Energy,501-1000,FR,2023-04-08 00:00:00,team@company247246.co,2,4,True,
cust_817675,Company_248,Energy,501-1000,FR,2023-10-15 00:00:00,info@company248247.corp,1,3,True,
cust_847332,Company_249,Consulting,1-10,FR,2024-02-12 00:00:00,hello@company249248.tech,4,1,False,2024-02-26
cust_892313,Company_250,Education,1000+,US,2023-05-24 00:00:00,hello@company250249.corp,4,4,False,2023-06-07
cust_906360,Company_251,Technology,501-1000,CA,2024-09-20 00:00:00,hello@company251250.co,6,3,True,2024-10-04
cust_493663,Company_252,Healthcare,11-50,AU,2024-03-18 00:00:00,admin@company252251.corp,5,2,False,2024-04-01
cust_261712,Company_253,Media,1000+,US,2024-01-25 00:00:00,info@company253252.company,1,4,True,2024-02-08
