event_id,subscription_id,customer_id,event_type,event_date,plan_id,mrr_change,mrr_after
evt_7003240,sub_813612,cust_863934,subscription_started,2023-11-18 00:00:00,3,79,79
evt_6086491,sub_813612,cust_863934,subscription_upgraded,2024-01-06 00:00:00,4,120,199
evt_7645223,sub_813612,cust_863934,subscription_churned,2024-08-14 00:00:00,4,-199,0
evt_9394071,sub_696746,cust_863934,subscription_reactivated,2024-11-23 00:00:00,3,79,79
evt_3944885,sub_278758,cust_645175,subscription_started,2024-07-05 00:00:00,4,199,199
evt_4824620,sub_278758,cust_645175,subscription_downgraded,2024-09-09 00:00:00,3,-120,79
evt_8615616,sub_813745,cust_753425,subscription_started,2023-11-18 00:00:00,4,199,199
evt_8047472,sub_813745,cust_753425,subscription_downgraded,2024-11-18 00:00:00,3,-120,79
evt_4264982,sub_431603,cust_681343,subscription_started,2023-05-11 00:00:00,2,29,29
evt_1425670,sub_431603,cust_681343,subscription_upgraded,2023-07-17 00:00:00,3,50,79
evt_6523472,sub_431603,cust_681343,subscription_downgraded,2024-01-21 00:00:00,2,-50,29
evt_2622794,sub_431603,cust_681343,subscription_churned,2024-03-25 00:00:00,2,-29,0
evt_1403047,sub_947311,cust_681343,subscription_reactivated,2024-08-12 00:00:00,1,0,0
evt_4999003,sub_947311,cust_681343,subscription_upgraded,2024-12-13 00:00:00,2,29,29
evt_6596685,sub_972957,cust_974224,subscription_started,2023-01-01 00:00:00,2,29,29
evt_8245056,sub_972957,cust_974224,subscription_churned,2024-03-04 00:00:00,2,-29,0
evt_1875823,sub_686424,cust_974224,subscription_reactivated,2024-04-17 00:00:00,1,0,0
evt_7897247,sub_686424,cust_974224,subscription_upgraded,2024-09-02 00:00:00,2,29,29
evt_2699161,sub_933790,cust_636004,subscription_started,2024-04-29 00:00:00,2,29,29
evt_2133208,sub_933790,cust_636004,subscription_upgraded,2024-11-16 00:00:00,3,50,79
evt_9537891,sub_701056,cust_346277,subscription_started,2024-11-19 00:00:00,2,29,29
evt_8459558,sub_472654,cust_534572,subscription_started,2024-10-06 00:00:00,2,29,29
evt_6228902,sub_472654,cust_534572,subscription_churned,2024-12-23 00:00:00,2,-29,0
evt_7001942,sub_638051,cust_907451,subscription_started,2023-04-20 00:00:00,2,29,29
evt_6178697,sub_638051,cust_907451,subscription_upgraded,2023-08-05 00:00:00,3,50,79
evt_9507858,sub_638051,cust_907451,subscription_churned,2023-12-20 00:00:00,3,-79,0
evt_8081010,sub_686625,cust_578634,subscription_started,2023-05-17 00:00:00,3,79,79
evt_8621924,sub_444582,cust_547470,subscription_started,2024-07-15 00:00:00,4,199,199
evt_4444636,sub_946485,cust_608136,subscription_started,2024-10-03 00:00:00,1,0,0
evt_7004341,sub_480441,cust_258157,subscription_started,2023-08-25 00:00:00,3,79,79
evt_1498041,sub_480441,cust_258157,subscription_churned,2024-03-03 00:00:00,3,-79,0
evt_5395611,sub_397901,cust_973349,subscription_started,2024-03-06 00:00:00,4,199,199
evt_7201541,sub_419891,cust_413118,subscription_started,2024-02-04 00:00:00,3,79,79
evt_3194370,sub_419891,cust_413118,subscription_upgraded,2024-08-07 00:00:00,4,120,199
evt_5102862,sub_728672,cust_130434,subscription_started,2024-02-03 00:00:00,3,79,79
evt_4510423,sub_712454,cust_513160,subscription_started,2024-08-29 00:00:00,4,199,199
evt_9542262,sub_887803,cust_321941,subscription_started,2024-04-10 00:00:00,2,29,29
evt_7272644,sub_887803,cust_321941,subscription_downgraded,2024-09-13 00:00:00,1,-29,0
evt_7726758,sub_596771,cust_885408,subscription_started,2024-07-06 00:00:00,4,199,199
evt_3637534,sub_545668,cust_309044,subscription_started,2023-01-21 00:00:00,2,29,29
evt_2409758,sub_545668,cust_309044,subscription_upgraded,2023-05-08 00:00:00,3,50,79
evt_4922352,sub_545668,cust_309044,subscription_downgraded,2024-08-29 00:00:00,2,-50,29
evt_9418218,sub_186422,cust_275939,subscription_started,2024-09-12 00:00:00,4,199,199
evt_4820869,sub_924047,cust_703766,subscription_started,2024-11-24 00:00:00,2,29,29
evt_1642255,sub_224348,cust_991597,subscription_started,2024-12-01 00:00:00,4,199,199
evt_6523752,sub_449970,cust_630538,subscription_started,2024-10-25 00:00:00,1,0,0
evt_3312992,sub_299903,cust_260422,subscription_started,2024-03-21 00:00:00,2,29,29
evt_6024342,sub_299903,cust_260422,subscription_churned,2024-05-18 00:00:00,2,-29,0
evt_7774826,sub_463470,cust_721254,subscription_started,2023-10-02 00:00:00,4,199,199
evt_6252524,sub_457207,cust_800646,subscription_started,2024-01-24 00:00:00,1,0,0
evt_8142385,sub_456329,cust_835244,subscription_started,2023-10-10 00:00:00,1,0,0
evt_8965447,sub_660453,cust_599219,subscription_started,2024-10-23 00:00:00,3,79,79
evt_2564332,sub_770043,cust_486945,subscription_started,2024-04-29 00:00:00,3,79,79
evt_3980239,sub_770043,cust_486945,subscription_upgraded,2024-06-14 00:00:00,4,120,199
evt_4338644,sub_770043,cust_486945,subscription_churned,2024-10-08 00:00:00,4,-199,0
evt_5883940,sub_397604,cust_341736,subscription_started,2023-05-04 00:00:00,2,29,29
evt_8019808,sub_397604,cust_341736,subscription_upgraded,2024-01-26 00:00:00,3,50,79
evt_4450687,sub_397604,cust_341736,subscription_upgraded,2024-08-24 00:00:00,4,120,199
evt_6206200,sub_266494,cust_389930,subscription_started,2024-08-26 00:00:00,3,79,79
evt_3393974,sub_388820,cust_660081,subscription_started,2023-05-10 00:00:00,1,0,0
evt_7698083,sub_388820,cust_660081,subscription_churned,2023-07-31 00:00:00,1,0,0
evt_9236918,sub_358830,cust_112861,subscription_started,2024-08-10 00:00:00,3,79,79
evt_8655554,sub_777693,cust_615633,subscription_started,2023-03-17 00:00:00,4,199,199
evt_7186297,sub_898868,cust_901577,subscription_started,2024-03-02 00:00:00,3,79,79
evt_2228016,sub_146803,cust_549660,subscription_started,2023-11-09 00:00:00,4,199,199
evt_5204466,sub_146803,cust_549660,subscription_downgraded,2024-07-01 00:00:00,3,-120,79
evt_5065012,sub_186558,cust_264686,subscription_started,2023-09-03 00:00:00,2,29,29
evt_5683223,sub_186558,cust_264686,subscription_upgraded,2023-11-23 00:00:00,3,50,79
evt_1303099,sub_186558,cust_264686,subscription_downgraded,2024-01-07 00:00:00,2,-50,29
evt_3082914,sub_186558,cust_264686,subscription_downgraded,2024-02-13 00:00:00,1,-29,0
evt_8448860,sub_509593,cust_841296,subscription_started,2023-10-17 00:00:00,4,199,199
evt_8074662,sub_509593,cust_841296,subscription_downgraded,2024-06-07 00:00:00,3,-120,79
evt_7973953,sub_859181,cust_545790,subscription_started,2023-04-28 00:00:00,3,79,79
evt_6488523,sub_859181,cust_545790,subscription_upgraded,2023-07-27 00:00:00,4,120,199
evt_6305630,sub_859181,cust_545790,subscription_churned,2024-06-06 00:00:00,4,-199,0
evt_4692601,sub_581061,cust_545790,subscription_reactivated,2024-08-29 00:00:00,3,79,79
evt_4666842,sub_146073,cust_885339,subscription_started,2024-08-05 00:00:00,2,29,29
evt_3876606,sub_206759,cust_727086,subscription_started,2023-02-10 00:00:00,3,79,79
evt_1296097,sub_206759,cust_727086,subscription_upgraded,2024-03-06 00:00:00,4,120,199
evt_9367241,sub_162833,cust_901909,subscription_started,2024-11-19 00:00:00,3,79,79
evt_4429016,sub_311824,cust_713762,subscription_started,2024-03-22 00:00:00,4,199,199
evt_6327414,sub_311824,cust_713762,subscription_downgraded,2024-09-15 00:00:00,3,-120,79
evt_1397508,sub_779525,cust_445824,subscription_started,2024-02-26 00:00:00,3,79,79
evt_8421584,sub_646802,cust_438977,subscription_started,2023-04-29 00:00:00,4,199,199
evt_9248388,sub_646802,cust_438977,subscription_downgraded,2023-05-24 00:00:00,3,-120,79
evt_4428815,sub_646802,cust_438977,subscription_upgraded,2023-10-19 00:00:00,4,120,199
evt_9072704,sub_766478,cust_479353,subscription_started,2024-09-29 00:00:00,3,79,79
evt_8897261,sub_517589,cust_227324,subscription_started,2023-01-30 00:00:00,4,199,199
evt_7399154,sub_517589,cust_227324,subscription_churned,2023-10-04 00:00:00,4,-199,0
evt_6037049,sub_187275,cust_982277,subscription_started,2023-04-27 00:00:00,4,199,199
evt_3292713,sub_187275,cust_982277,subscription_downgraded,2024-03-14 00:00:00,3,-120,79
evt_9400348,sub_187275,cust_982277,subscription_churned,2024-07-26 00:00:00,3,-79,0
evt_7976304,sub_492437,cust_975271,subscription_started,2024-05-09 00:00:00,2,29,29
evt_3088386,sub_528644,cust_173201,subscription_started,2023-10-10 00:00:00,2,29,29
evt_5066006,sub_544638,cust_791998,subscription_started,2024-05-16 00:00:00,2,29,29
evt_7063525,sub_544638,cust_791998,subscription_churned,2024-08-10 00:00:00,2,-29,0
evt_3481086,sub_809283,cust_297816,subscription_started,2023-09-02 00:00:00,3,79,79
evt_2548634,sub_809283,cust_297816,subscription_churned,2024-01-26 00:00:00,3,-79,0
evt_2348021,sub_503017,cust_504832,subscription_started,2024-11-10 00:00:00,4,199,199
evt_6070402,sub_970055,cust_561694,subscription_started,2023-04-13 00:00:00,4,199,199
evt_6777952,sub_970055,cust_561694,subscription_downgraded,2024-01-13 00:00:00,3,-120,79
evt_2171745,sub_970055,cust_561694,subscription_churned,2024-10-20 00:00:00,3,-79,0
evt_5837546,sub_538136,cust_377896,subscription_started,2023-12-13 00:00:00,4,199,199
evt_7858398,sub_371950,cust_853629,subscription_started,2024-05-14 00:00:00,1,0,0
evt_2437925,sub_371950,cust_853629,subscription_churned,2024-10-26 00:00:00,1,0,0
evt_1497723,sub_390206,cust_203225,subscription_started,2024-10-10 00:00:00,4,199,199
evt_1121243,sub_109968,cust_475876,subscription_started,2024-01-19 00:00:00,2,29,29
evt_9763319,sub_109968,cust_475876,subscription_upgraded,2024-02-18 00:00:00,3,50,79
evt_7349097,sub_478756,cust_501126,subscription_started,2024-09-26 00:00:00,3,79,79
evt_8665833,sub_945435,cust_943718,subscription_started,2024-04-21 00:00:00,3,79,79
evt_3061828,sub_945435,cust_943718,subscription_churned,2024-08-17 00:00:00,3,-79,0
evt_5169769,sub_393042,cust_362246,subscription_started,2024-04-12 00:00:00,2,29,29
evt_6405343,sub_393042,cust_362246,subscription_churned,2024-11-04 00:00:00,2,-29,0
evt_6461406,sub_147976,cust_833247,subscription_started,2023-10-30 00:00:00,4,199,199
evt_9466397,sub_645316,cust_881369,subscription_started,2024-05-23 00:00:00,3,79,79
evt_2461125,sub_645316,cust_881369,subscription_upgraded,2024-06-21 00:00:00,4,120,199
evt_8487448,sub_645316,cust_881369,subscription_downgraded,2024-11-15 00:00:00,3,-120,79
evt_2500416,sub_355177,cust_855948,subscription_started,2024-11-06 00:00:00,4,199,199
evt_6477774,sub_268018,cust_482584,subscription_started,2023-05-15 00:00:00,3,79,79
evt_6583476,sub_268018,cust_482584,subscription_upgraded,2024-04-18 00:00:00,4,120,199
evt_5346875,sub_947718,cust_626169,subscription_started,2023-10-07 00:00:00,1,0,0
evt_4156740,sub_947718,cust_626169,subscription_upgraded,2023-12-24 00:00:00,2,29,29
evt_3119085,sub_936258,cust_591081,subscription_started,2023-03-19 00:00:00,2,29,29
evt_1154157,sub_936258,cust_591081,subscription_upgraded,2023-05-11 00:00:00,3,50,79
evt_6589238,sub_161669,cust_114594,subscription_started,2023-09-28 00:00:00,2,29,29
evt_7560950,sub_465226,cust_213609,subscription_started,2024-11-22 00:00:00,2,29,29
evt_4273103,sub_396080,cust_586819,subscription_started,2023-11-06 00:00:00,3,79,79
evt_6426063,sub_396080,cust_586819,subscription_upgraded,2024-01-20 00:00:00,4,120,199
evt_7077140,sub_871037,cust_242254,subscription_started,2024-02-02 00:00:00,2,29,29
evt_1880336,sub_871037,cust_242254,subscription_downgraded,2024-12-26 00:00:00,1,-29,0
evt_8278315,sub_640472,cust_535037,subscription_started,2024-11-01 00:00:00,3,79,79
evt_5040883,sub_356902,cust_997004,subscription_started,2024-01-07 00:00:00,4,199,199
evt_2956687,sub_485166,cust_228093,subscription_started,2024-04-10 00:00:00,2,29,29
evt_9552160,sub_485166,cust_228093,subscription_upgraded,2024-05-15 00:00:00,3,50,79
evt_9044647,sub_485166,cust_228093,subscription_churned,2024-07-07 00:00:00,3,-79,0
evt_4038296,sub_881565,cust_692002,subscription_started,2023-07-30 00:00:00,3,79,79
evt_2065324,sub_881565,cust_692002,subscription_upgraded,2024-02-10 00:00:00,4,120,199
evt_3081873,sub_881565,cust_692002,subscription_downgraded,2024-07-21 00:00:00,3,-120,79
evt_8503322,sub_881565,cust_692002,subscription_churned,2024-12-07 00:00:00,3,-79,0
evt_4459963,sub_229022,cust_724932,subscription_started,2023-01-03 00:00:00,4,199,199
evt_5307726,sub_229022,cust_724932,subscription_downgraded,2023-02-17 00:00:00,3,-120,79
evt_3092406,sub_229022,cust_724932,subscription_upgraded,2023-03-18 00:00:00,4,120,199
evt_9228265,sub_229022,cust_724932,subscription_downgraded,2024-02-14 00:00:00,3,-120,79
evt_4610673,sub_248548,cust_115582,subscription_started,2024-01-02 00:00:00,2,29,29
evt_8080237,sub_248548,cust_115582,subscription_upgraded,2024-06-04 00:00:00,3,50,79
evt_4418574,sub_828252,cust_599380,subscription_started,2024-04-04 00:00:00,3,79,79
evt_8275056,sub_961476,cust_790909,subscription_started,2024-06-17 00:00:00,3,79,79
evt_5152322,sub_961476,cust_790909,subscription_churned,2024-08-29 00:00:00,3,-79,0
evt_2845328,sub_657286,cust_790909,subscription_reactivated,2024-10-29 00:00:00,2,29,29
evt_2492738,sub_169163,cust_565108,subscription_started,2023-03-17 00:00:00,1,0,0
evt_4787716,sub_169163,cust_565108,subscription_upgraded,2023-07-25 00:00:00,2,29,29
evt_7327627,sub_169163,cust_565108,subscription_churned,2023-09-23 00:00:00,2,-29,0
evt_2761653,sub_333020,cust_726410,subscription_started,2024-06-27 00:00:00,3,79,79
evt_6143048,sub_333020,cust_726410,subscription_downgraded,2024-08-06 00:00:00,2,-50,29
evt_6853574,sub_333020,cust_726410,subscription_upgraded,2024-11-01 00:00:00,3,50,79
evt_2662054,sub_678333,cust_855855,subscription_started,2023-08-09 00:00:00,3,79,79
evt_7535788,sub_678333,cust_855855,subscription_downgraded,2023-09-09 00:00:00,2,-50,29
evt_5485722,sub_678333,cust_855855,subscription_upgraded,2024-07-01 00:00:00,3,50,79
evt_8364526,sub_841119,cust_427704,subscription_started,2024-11-12 00:00:00,2,29,29
evt_5812035,sub_937255,cust_874683,subscription_started,2024-01-17 00:00:00,2,29,29
evt_1963205,sub_937255,cust_874683,subscription_downgraded,2024-12-15 00:00:00,1,-29,0
evt_9268659,sub_879521,cust_886730,subscription_started,2024-03-09 00:00:00,2,29,29
evt_8129962,sub_971783,cust_335137,subscription_started,2023-04-21 00:00:00,3,79,79
evt_1037485,sub_407804,cust_958182,subscription_started,2024-09-28 00:00:00,4,199,199
evt_1594402,sub_774206,cust_899444,subscription_started,2023-11-13 00:00:00,2,29,29
evt_1098836,sub_774206,cust_899444,subscription_churned,2024-05-02 00:00:00,2,-29,0
evt_2797914,sub_444511,cust_132146,subscription_started,2023-04-04 00:00:00,3,79,79
evt_9255164,sub_444511,cust_132146,subscription_upgraded,2023-07-12 00:00:00,4,120,199
evt_9628834,sub_444511,cust_132146,subscription_downgraded,2023-08-31 00:00:00,3,-120,79
evt_5196564,sub_444511,cust_132146,subscription_churned,2024-01-09 00:00:00,3,-79,0
evt_7115223,sub_514563,cust_695164,subscription_started,2024-09-02 00:00:00,3,79,79
evt_8371182,sub_213974,cust_609253,subscription_started,2024-09-13 00:00:00,2,29,29
evt_8280643,sub_213974,cust_609253,subscription_upgraded,2024-10-28 00:00:00,3,50,79
evt_1675388,sub_216041,cust_610271,subscription_started,2024-06-23 00:00:00,3,79,79
evt_2993004,sub_797557,cust_901280,subscription_started,2023-09-19 00:00:00,2,29,29
evt_2809919,sub_797557,cust_901280,subscription_upgraded,2024-09-10 00:00:00,3,50,79
evt_6773384,sub_797557,cust_901280,subscription_upgraded,2024-10-07 00:00:00,4,120,199
evt_4967894,sub_114311,cust_685864,subscription_started,2024-11-15 00:00:00,1,0,0
evt_1134702,sub_550536,cust_701253,subscription_started,2024-02-19 00:00:00,4,199,199
evt_5149917,sub_376331,cust_972442,subscription_started,2024-01-06 00:00:00,2,29,29
evt_8152177,sub_301512,cust_456005,subscription_started,2023-08-15 00:00:00,3,79,79
evt_6889214,sub_481237,cust_862712,subscription_started,2024-10-22 00:00:00,1,0,0
evt_1797863,sub_358965,cust_758452,subscription_started,2024-05-20 00:00:00,3,79,79
evt_1874606,sub_358965,cust_758452,subscription_churned,2024-07-07 00:00:00,3,-79,0
evt_8919821,sub_437263,cust_757685,subscription_started,2023-11-20 00:00:00,2,29,29
evt_1229203,sub_437263,cust_757685,subscription_upgraded,2024-08-10 00:00:00,3,50,79
evt_4523774,sub_349825,cust_425486,subscription_started,2024-04-17 00:00:00,1,0,0
evt_2784517,sub_349825,cust_425486,subscription_churned,2024-06-30 00:00:00,1,0,0
evt_4194945,sub_143032,cust_425486,subscription_reactivated,2024-08-29 00:00:00,1,0,0
evt_6752873,sub_143032,cust_425486,subscription_churned,2024-11-23 00:00:00,1,0,0
evt_4388982,sub_597233,cust_708519,subscription_started,2024-07-21 00:00:00,4,199,199
evt_4216305,sub_597233,cust_708519,subscription_downgraded,2024-09-03 00:00:00,3,-120,79
evt_6827390,sub_896241,cust_164879,subscription_started,2024-04-06 00:00:00,3,79,79
evt_3163157,sub_728258,cust_560767,subscription_started,2024-06-20 00:00:00,4,199,199
evt_2019943,sub_728258,cust_560767,subscription_downgraded,2024-08-21 00:00:00,3,-120,79
evt_9544273,sub_178628,cust_761532,subscription_started,2024-10-24 00:00:00,1,0,0
evt_7725129,sub_689822,cust_731977,subscription_started,2023-06-03 00:00:00,1,0,0
evt_4654207,sub_689822,cust_731977,subscription_upgraded,2023-08-26 00:00:00,2,29,29
evt_5177662,sub_929026,cust_843266,subscription_started,2023-03-28 00:00:00,3,79,79
evt_1262370,sub_929026,cust_843266,subscription_downgraded,2024-08-25 00:00:00,2,-50,29
evt_4458774,sub_756649,cust_818709,subscription_started,2024-06-23 00:00:00,2,29,29
evt_8279693,sub_263201,cust_903373,subscription_started,2024-05-12 00:00:00,1,0,0
evt_9036402,sub_263201,cust_903373,subscription_upgraded,2024-07-23 00:00:00,2,29,29
evt_3954644,sub_263201,cust_903373,subscription_downgraded,2024-11-19 00:00:00,1,-29,0
evt_4026721,sub_697329,cust_652108,subscription_started,2023-02-08 00:00:00,3,79,79
evt_3733321,sub_697329,cust_652108,subscription_churned,2023-04-10 00:00:00,3,-79,0
evt_4151566,sub_957210,cust_755087,subscription_started,2023-06-19 00:00:00,3,79,79
evt_8153721,sub_957210,cust_755087,subscription_downgraded,2023-07-22 00:00:00,2,-50,29
evt_9837877,sub_957210,cust_755087,subscription_upgraded,2023-12-01 00:00:00,3,50,79
evt_2402500,sub_957210,cust_755087,subscription_upgraded,2024-06-28 00:00:00,4,120,199
evt_1226440,sub_957210,cust_755087,subscription_downgraded,2024-08-26 00:00:00,3,-120,79
evt_4394393,sub_994141,cust_570735,subscription_started,2023-08-28 00:00:00,3,79,79
evt_1747019,sub_994141,cust_570735,subscription_churned,2024-07-23 00:00:00,3,-79,0
evt_9582257,sub_207548,cust_570735,subscription_reactivated,2024-11-05 00:00:00,2,29,29
evt_4763343,sub_248724,cust_561999,subscription_started,2024-04-17 00:00:00,3,79,79
evt_5812480,sub_248724,cust_561999,subscription_downgraded,2024-07-28 00:00:00,2,-50,29
evt_2847769,sub_615711,cust_772324,subscription_started,2024-05-07 00:00:00,3,79,79
evt_5728058,sub_615711,cust_772324,subscription_upgraded,2024-06-29 00:00:00,4,120,199
evt_6598972,sub_615711,cust_772324,subscription_downgraded,2024-09-07 00:00:00,3,-120,79
evt_6617751,sub_286717,cust_571145,subscription_started,2024-06-09 00:00:00,3,79,79
