payment_id,subscription_id,customer_id,amount,currency,payment_date,payment_method,status,created_at
pay_9528836,sub_311118,cust_663054,79,USD,2024-04-01,credit_card,succeeded,2024-04-01 00:00:00
pay_5899566,sub_311118,cust_663054,79,USD,2024-05-01,credit_card,succeeded,2024-05-01 00:00:00
pay_6806697,sub_311118,cust_663054,79,USD,2024-06-01,wire,succeeded,2024-06-01 00:00:00
pay_3588439,sub_311118,cust_663054,79,USD,2024-07-01,credit_card,succeeded,2024-07-01 00:00:00
pay_6934754,sub_719749,cust_287330,790,USD,2024-06-03,ach,succeeded,2024-06-03 00:00:00
pay_4070909,sub_719749,cust_287330,79,USD,2024-07-01,wire,succeeded,2024-07-01 00:00:00
pay_6662878,sub_719749,cust_287330,79,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_1827266,sub_719749,cust_287330,79,USD,2024-09-01,ach,succeeded,2024-09-01 00:00:00
pay_9032737,sub_719749,cust_287330,79,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_2925023,sub_719749,cust_287330,79,USD,2024-11-01,wire,succeeded,2024-11-01 00:00:00
pay_7657530,sub_719749,cust_287330,79,USD,2024-12-01,ach,succeeded,2024-12-01 00:00:00
pay_4964703,sub_596330,cust_916449,29,USD,2024-06-27,credit_card,succeeded,2024-06-27 00:00:00
pay_6289106,sub_596330,cust_916449,29,USD,2024-07-01,credit_card,succeeded,2024-07-01 00:00:00
pay_6115213,sub_596330,cust_916449,29,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_6435127,sub_596330,cust_916449,29,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_2203548,sub_596330,cust_916449,29,USD,2024-10-01,credit_card,failed,2024-10-01 00:00:00
pay_3927872,sub_460550,cust_182582,79,USD,2023-03-29,ach,succeeded,2023-03-29 00:00:00
pay_9534871,sub_460550,cust_182582,79,USD,2023-04-01,credit_card,succeeded,2023-04-01 00:00:00
pay_4845985,sub_460550,cust_182582,79,USD,2023-05-01,wire,succeeded,2023-05-01 00:00:00
pay_8944457,sub_460550,cust_182582,79,USD,2023-06-01,credit_card,succeeded,2023-06-01 00:00:00
pay_6265209,sub_460550,cust_182582,79,USD,2023-07-01,credit_card,succeeded,2023-07-01 00:00:00
pay_1755527,sub_460550,cust_182582,79,USD,2023-08-01,credit_card,succeeded,2023-08-01 00:00:00
pay_2220063,sub_460550,cust_182582,79,USD,2023-09-01,credit_card,succeeded,2023-09-01 00:00:00
pay_2128985,sub_460550,cust_182582,79,USD,2023-10-01,credit_card,succeeded,2023-10-01 00:00:00
pay_5490726,sub_460550,cust_182582,199,USD,2023-11-01,credit_card,succeeded,2023-11-01 00:00:00
pay_6741514,sub_460550,cust_182582,199,USD,2023-12-01,credit_card,succeeded,2023-12-01 00:00:00
pay_1283652,sub_460550,cust_182582,199,USD,2024-01-01,wire,succeeded,2024-01-01 00:00:00
pay_2532162,sub_460550,cust_182582,199,USD,2024-02-01,wire,succeeded,2024-02-01 00:00:00
pay_4548716,sub_460550,cust_182582,199,USD,2024-03-01,wire,succeeded,2024-03-01 00:00:00
pay_9332423,sub_460550,cust_182582,199,USD,2024-04-01,credit_card,succeeded,2024-04-01 00:00:00
pay_2009956,sub_460550,cust_182582,199,USD,2024-05-01,ach,succeeded,2024-05-01 00:00:00
pay_3299952,sub_460550,cust_182582,199,USD,2024-06-01,credit_card,succeeded,2024-06-01 00:00:00
pay_8291324,sub_460550,cust_182582,199,USD,2024-07-01,credit_card,succeeded,2024-07-01 00:00:00
pay_2193206,sub_460550,cust_182582,199,USD,2024-08-01,wire,succeeded,2024-08-01 00:00:00
pay_9323687,sub_460550,cust_182582,199,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_2506684,sub_460550,cust_182582,79,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_4385396,sub_460550,cust_182582,79,USD,2024-11-01,wire,succeeded,2024-11-01 00:00:00
pay_8214143,sub_460550,cust_182582,79,USD,2024-12-01,wire,succeeded,2024-12-01 00:00:00
pay_9925148,sub_418402,cust_273148,199,USD,2023-09-29,wire,succeeded,2023-09-29 00:00:00
pay_7811271,sub_418402,cust_273148,199,USD,2023-10-01,credit_card,succeeded,2023-10-01 00:00:00
pay_9778172,sub_418402,cust_273148,199,USD,2023-11-01,ach,succeeded,2023-11-01 00:00:00
pay_3767799,sub_418402,cust_273148,199,USD,2023-12-01,ach,succeeded,2023-12-01 00:00:00
pay_9118037,sub_418402,cust_273148,199,USD,2024-01-01,credit_card,succeeded,2024-01-01 00:00:00
pay_4110064,sub_418402,cust_273148,199,USD,2024-02-01,credit_card,succeeded,2024-02-01 00:00:00
pay_7533105,sub_418402,cust_273148,199,USD,2024-03-01,credit_card,succeeded,2024-03-01 00:00:00
pay_6689470,sub_418402,cust_273148,199,USD,2024-04-01,wire,succeeded,2024-04-01 00:00:00
pay_9971870,sub_418402,cust_273148,199,USD,2024-05-01,wire,succeeded,2024-05-01 00:00:00
pay_8052413,sub_219505,cust_804314,29,USD,2024-10-27,credit_card,succeeded,2024-10-27 00:00:00
pay_4489742,sub_219505,cust_804314,29,USD,2024-11-01,wire,succeeded,2024-11-01 00:00:00
pay_6180257,sub_219505,cust_804314,29,USD,2024-12-01,credit_card,succeeded,2024-12-01 00:00:00
pay_2538395,sub_863729,cust_801474,29,USD,2024-05-12,ach,succeeded,2024-05-12 00:00:00
pay_4160426,sub_863729,cust_801474,29,USD,2024-06-01,credit_card,succeeded,2024-06-01 00:00:00
pay_6618205,sub_863729,cust_801474,29,USD,2024-07-01,credit_card,succeeded,2024-07-01 00:00:00
pay_3428195,sub_863729,cust_801474,29,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_2161873,sub_863729,cust_801474,29,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_6857017,sub_863729,cust_801474,79,USD,2024-10-01,ach,succeeded,2024-10-01 00:00:00
pay_5568225,sub_863729,cust_801474,79,USD,2024-11-01,credit_card,succeeded,2024-11-01 00:00:00
pay_8652001,sub_863729,cust_801474,79,USD,2024-12-01,credit_card,succeeded,2024-12-01 00:00:00
pay_1837882,sub_989816,cust_299659,29,USD,2023-04-07,credit_card,succeeded,2023-04-07 00:00:00
pay_8789111,sub_989816,cust_299659,29,USD,2023-05-01,ach,succeeded,2023-05-01 00:00:00
pay_8302424,sub_989816,cust_299659,29,USD,2023-06-01,ach,succeeded,2023-06-01 00:00:00
pay_8513274,sub_989816,cust_299659,29,USD,2023-07-01,wire,succeeded,2023-07-01 00:00:00
pay_6192707,sub_989816,cust_299659,29,USD,2023-08-01,credit_card,succeeded,2023-08-01 00:00:00
pay_4377359,sub_989816,cust_299659,29,USD,2023-09-01,ach,succeeded,2023-09-01 00:00:00
pay_8157670,sub_989816,cust_299659,29,USD,2023-10-01,credit_card,succeeded,2023-10-01 00:00:00
pay_6546981,sub_993796,cust_203198,79,USD,2023-03-04,credit_card,succeeded,2023-03-04 00:00:00
pay_5098068,sub_993796,cust_203198,79,USD,2023-04-01,credit_card,failed,2023-04-01 00:00:00
pay_4700899,sub_993796,cust_203198,79,USD,2023-05-01,ach,succeeded,2023-05-01 00:00:00
pay_7478034,sub_993796,cust_203198,199,USD,2023-06-01,credit_card,succeeded,2023-06-01 00:00:00
pay_4128472,sub_993796,cust_203198,199,USD,2023-07-01,ach,succeeded,2023-07-01 00:00:00
pay_2843983,sub_993796,cust_203198,199,USD,2023-08-01,wire,succeeded,2023-08-01 00:00:00
pay_3304404,sub_993796,cust_203198,199,USD,2023-09-01,wire,succeeded,2023-09-01 00:00:00
pay_4736959,sub_993796,cust_203198,199,USD,2023-10-01,credit_card,succeeded,2023-10-01 00:00:00
pay_7223705,sub_993796,cust_203198,199,USD,2023-11-01,wire,succeeded,2023-11-01 00:00:00
pay_1133496,sub_993796,cust_203198,199,USD,2023-12-01,credit_card,succeeded,2023-12-01 00:00:00
pay_2847539,sub_993796,cust_203198,199,USD,2024-01-01,credit_card,succeeded,2024-01-01 00:00:00
pay_8762357,sub_993796,cust_203198,199,USD,2024-02-01,ach,succeeded,2024-02-01 00:00:00
pay_8156597,sub_993796,cust_203198,199,USD,2024-03-01,credit_card,succeeded,2024-03-01 00:00:00
pay_2314715,sub_993796,cust_203198,199,USD,2024-04-01,credit_card,succeeded,2024-04-01 00:00:00
pay_9799989,sub_993796,cust_203198,199,USD,2024-05-01,wire,succeeded,2024-05-01 00:00:00
pay_6627064,sub_993796,cust_203198,199,USD,2024-06-01,wire,succeeded,2024-06-01 00:00:00
pay_5726023,sub_993796,cust_203198,199,USD,2024-07-01,ach,succeeded,2024-07-01 00:00:00
pay_5160979,sub_993796,cust_203198,199,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_5391020,sub_993796,cust_203198,199,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_6157174,sub_993796,cust_203198,199,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_6122965,sub_993796,cust_203198,199,USD,2024-11-01,wire,succeeded,2024-11-01 00:00:00
pay_5103508,sub_993796,cust_203198,199,USD,2024-12-01,wire,succeeded,2024-12-01 00:00:00
pay_5336552,sub_775156,cust_392075,79,USD,2024-04-18,credit_card,succeeded,2024-04-18 00:00:00
pay_5782997,sub_775156,cust_392075,79,USD,2024-05-01,credit_card,succeeded,2024-05-01 00:00:00
pay_5523795,sub_775156,cust_392075,79,USD,2024-06-01,ach,succeeded,2024-06-01 00:00:00
pay_9821871,sub_775156,cust_392075,79,USD,2024-07-01,wire,succeeded,2024-07-01 00:00:00
pay_4766967,sub_775156,cust_392075,79,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_9397068,sub_775156,cust_392075,79,USD,2024-09-01,ach,succeeded,2024-09-01 00:00:00
pay_9003202,sub_775156,cust_392075,79,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_9945252,sub_775156,cust_392075,79,USD,2024-11-01,wire,succeeded,2024-11-01 00:00:00
pay_5523283,sub_775156,cust_392075,199,USD,2024-12-01,credit_card,succeeded,2024-12-01 00:00:00
pay_2738309,sub_860321,cust_976638,790,USD,2023-01-16,credit_card,succeeded,2023-01-16 00:00:00
pay_8474972,sub_860321,cust_976638,79,USD,2023-02-01,credit_card,succeeded,2023-02-01 00:00:00
pay_3908113,sub_860321,cust_976638,79,USD,2023-03-01,credit_card,succeeded,2023-03-01 00:00:00
pay_1727321,sub_860321,cust_976638,79,USD,2023-04-01,ach,succeeded,2023-04-01 00:00:00
pay_9700196,sub_860321,cust_976638,79,USD,2023-05-01,credit_card,succeeded,2023-05-01 00:00:00
pay_7925610,sub_860321,cust_976638,79,USD,2023-06-01,credit_card,succeeded,2023-06-01 00:00:00
pay_3213110,sub_860321,cust_976638,79,USD,2023-07-01,credit_card,succeeded,2023-07-01 00:00:00
pay_1170467,sub_860321,cust_976638,79,USD,2023-08-01,credit_card,succeeded,2023-08-01 00:00:00
pay_8261804,sub_860321,cust_976638,79,USD,2023-09-01,credit_card,succeeded,2023-09-01 00:00:00
pay_2075223,sub_860321,cust_976638,79,USD,2023-10-01,credit_card,succeeded,2023-10-01 00:00:00
pay_4748802,sub_911763,cust_272634,199,USD,2024-01-24,wire,succeeded,2024-01-24 00:00:00
pay_1459457,sub_911763,cust_272634,199,USD,2024-02-01,credit_card,succeeded,2024-02-01 00:00:00
pay_6968855,sub_911763,cust_272634,199,USD,2024-03-01,credit_card,succeeded,2024-03-01 00:00:00
pay_2926003,sub_911763,cust_272634,199,USD,2024-04-01,credit_card,succeeded,2024-04-01 00:00:00
pay_8742197,sub_911763,cust_272634,79,USD,2024-05-01,credit_card,succeeded,2024-05-01 00:00:00
pay_6976699,sub_911763,cust_272634,79,USD,2024-06-01,wire,succeeded,2024-06-01 00:00:00
pay_7570063,sub_911763,cust_272634,79,USD,2024-07-01,credit_card,succeeded,2024-07-01 00:00:00
pay_6660327,sub_911763,cust_272634,79,USD,2024-08-01,ach,succeeded,2024-08-01 00:00:00
pay_8218298,sub_911763,cust_272634,79,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_4664158,sub_911763,cust_272634,79,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_7048122,sub_911763,cust_272634,79,USD,2024-11-01,wire,succeeded,2024-11-01 00:00:00
pay_5351588,sub_911763,cust_272634,79,USD,2024-12-01,credit_card,succeeded,2024-12-01 00:00:00
pay_4712584,sub_575159,cust_921414,199,USD,2024-07-23,credit_card,succeeded,2024-07-23 00:00:00
pay_7224122,sub_575159,cust_921414,199,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_5976514,sub_575159,cust_921414,199,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_7834965,sub_575159,cust_921414,199,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_3277202,sub_575159,cust_921414,199,USD,2024-11-01,credit_card,succeeded,2024-11-01 00:00:00
pay_4269926,sub_575159,cust_921414,199,USD,2024-12-01,credit_card,succeeded,2024-12-01 00:00:00
pay_4072102,sub_210338,cust_428838,29,USD,2023-02-28,credit_card,succeeded,2023-02-28 00:00:00
pay_2808272,sub_210338,cust_428838,29,USD,2023-03-01,credit_card,succeeded,2023-03-01 00:00:00
pay_8562535,sub_210338,cust_428838,29,USD,2023-04-01,wire,succeeded,2023-04-01 00:00:00
pay_7647888,sub_210338,cust_428838,29,USD,2023-05-01,wire,succeeded,2023-05-01 00:00:00
pay_1548103,sub_210338,cust_428838,29,USD,2023-06-01,wire,succeeded,2023-06-01 00:00:00
pay_6264565,sub_210338,cust_428838,29,USD,2023-07-01,credit_card,succeeded,2023-07-01 00:00:00
pay_5707347,sub_210338,cust_428838,29,USD,2023-08-01,ach,succeeded,2023-08-01 00:00:00
pay_1840925,sub_210338,cust_428838,29,USD,2023-09-01,credit_card,succeeded,2023-09-01 00:00:00
pay_2504422,sub_210338,cust_428838,79,USD,2023-10-01,ach,succeeded,2023-10-01 00:00:00
pay_5799061,sub_210338,cust_428838,79,USD,2023-11-01,credit_card,succeeded,2023-11-01 00:00:00
pay_4159546,sub_210338,cust_428838,79,USD,2023-12-01,credit_card,succeeded,2023-12-01 00:00:00
pay_6344163,sub_210338,cust_428838,79,USD,2024-01-01,credit_card,succeeded,2024-01-01 00:00:00
pay_7150740,sub_210338,cust_428838,79,USD,2024-02-01,credit_card,succeeded,2024-02-01 00:00:00
pay_5703172,sub_210338,cust_428838,79,USD,2024-03-01,ach,succeeded,2024-03-01 00:00:00
pay_4039595,sub_210338,cust_428838,79,USD,2024-04-01,ach,succeeded,2024-04-01 00:00:00
pay_3675681,sub_210338,cust_428838,79,USD,2024-05-01,credit_card,succeeded,2024-05-01 00:00:00
pay_9729419,sub_210338,cust_428838,79,USD,2024-06-01,credit_card,succeeded,2024-06-01 00:00:00
pay_4922062,sub_210338,cust_428838,79,USD,2024-07-01,credit_card,succeeded,2024-07-01 00:00:00
pay_3255563,sub_210338,cust_428838,79,USD,2024-08-01,credit_card,succeeded,2024-08-01 00:00:00
pay_2808703,sub_210338,cust_428838,79,USD,2024-09-01,credit_card,succeeded,2024-09-01 00:00:00
pay_1167114,sub_210338,cust_428838,79,USD,2024-10-01,credit_card,succeeded,2024-10-01 00:00:00
pay_4309617,sub_210338,cust_428838,79,USD,2024-11-01,credit_card,failed,2024-11-01 00:00:00
pay_8398302,sub_210338,cust_428838,79,USD,2024-12-01,credit_card,succeeded,2024-12-01 00:00:00
pay_3061177,sub_822487,cust_723939,1990,USD,2023-03-11,ach,succeeded,2023-03-11 00:00:00
pay_7127040,sub_822487,cust_723939,199,USD,2023-04-01,credit_card,succeeded,2023-04-01 00:00:00
pay_8161659,sub_822487,cust_723939,199,USD,2023-05-01,credit_card,succeeded,2023-05-01 00:00:00
pay_6827959,sub_822487,cust_723939,199,USD,2023-06-01,credit_card,succeeded,2023-06-01 00:00:00
pay_1950689,sub_822487,cust_723939,199,USD,2023-07-01,credit_card,succeeded,2023-07-01 00:00:00
pay_7210843,sub_822487,cust_723939,199,USD,2023-08-01,credit_card,succeeded,2023-08-01 00:00:00
pay_3903155,sub_822487,cust_723939,199,USD,2023-09-01,credit_card,succeeded,2023-09-01 00:00:00
pay_5333808,sub_822487,cust_723939,199,USD,2023-10-01,ach,succeeded,2023-10-01 00:00:00
pay_1487267,sub_822487,cust_723939,199,USD,2023-11-01,credit_card,succeeded,2023-11-01 00:00:00
pay_3211404,sub_822487,cust_723939,199,USD,2023-12-01,credit_card,succeeded,2023-12-01 00:00:00
pay_5966141,sub_822487,cust_723939,199,USD,2024-01-01,ach,succeeded,2024-01-01 00:00:00
pay_1274903,sub_822487,cust_723939,199,USD,2024-02-01,credit_card,succeeded,2024-02-01 00:00:00
pay_3735428,sub_822487,cust_723939,1990,USD,2024-03-01,credit_card,succeeded,2024-03-01 00:00:00
pay_3221349,sub_822487,cust_723939,199,USD,2024-04-01,credit_card,succeeded,2024-04-01 00:00:00
pay_7262932,sub_822487,cust_723939,199,USD,2024-05-01,credit_card,succeeded,2024-05-01 00:00:00
pay_7938840,sub_822487,cust_723939,199,USD,2024-06-01,credit_card,succeeded,2024-06-01 00:00:00
